"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","CreateDate","SEVEnabled","BootDelayMillisecond","MigrationEncryption","MemoryHotAddEnabled","MemoryHotAddIncrement","MemoryHotAddLimit","CpuHotAddEnabled","CpuHotRemoveEnabled","ExtensionData","CustomFields","Id","Uid"
"LCFPAN02 Panorama Palo Alto OVA_replica","PoweredOff","Added 32GB Ram - PANOS requirement to move to ver 11 - JD 03JUL2023
Added 8 procs 05-30-2023 JD

Panorama-8.1.0
Last backup: [6/9/2025 3:21:45 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPAN02 Panorama Palo Alto OVA_replica:CentOS 4/5 (64-bit)","16","8","65536","64","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/16000 MemShares:Normal/655360","v9","vmx-09","50324b18-a9c9-6695-ef88-ed7aba42a898","centos64Guest","115.49808454979211091995239258","2308.9004260776564478874206543","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330398","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330398/"
"DNSForward1_CDP","PoweredOff","Last backup: [6/9/2025 3:02:41 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","DNSForward1_CDP:Microsoft Windows 10 (64-bit)","2","1","4096","4","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v11","vmx-11","503226ff-1969-0a16-5ef5-0a0712cc4ffc","windows9_64Guest","68.112216545268893241882324219","152.97634032648056745529174805","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211546","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211546/"
"DHCP_CDP","PoweredOff","Last backup: [6/10/2025 3:23:31 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","DHCP_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","4096","4","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v14","vmx-14","503206d6-25f8-3e16-48f3-baf65ec0db20","windows9Server64Guest","61.321950883604586124420166016","146.18607353977859020233154297","System.String[]","2/2/2022 4:20:45 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-271410","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-271410/"
"LCFCLV01 Clever BusLink_CDP","PoweredOff","Last backup: [6/10/2025 12:04:15 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFCLV01 Clever BusLink_CDP:Microsoft Windows Server 2016 (64-bit)","2","2","6144","6","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/61440","v11","vmx-11","503225d7-83d8-3549-9b1f-33e14795ba11","windows9Server64Guest","229.47679492644965648651123047","576.33804306015372276306152344","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211487","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211487/"
"LC1PVM-NESSUS_CDP","PoweredOff","Last backup: [6/5/2025 12:17:02 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-NESSUS_CDP:","4","1","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032d44f-af89-524f-31af-c5c9df69ebc8","ubuntu64Guest","0.0000248746946454048156738281","16.849035342223942279815673828","System.String[]","7/10/2023 4:53:27 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-327304","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-327304/"
"LCFGENWTCH01 GenWatch DB Server_replica","PoweredOff","Last backup: [3/13/2025 3:03:10 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGENWTCH01 GenWatch DB Server_replica:Microsoft Windows Server 2016 (64-bit)","8","1","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/163840","v14","vmx-14","50329bdc-c10c-64ed-d2b5-e29e68a074bb","windows9Server64Guest","483.57214528135955333709716797","1110.4451128784567117691040039","System.String[]","1/11/2022 8:02:36 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-14999","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-14999/"
"LCFLSC03 LK AMH Sorter Control Server_replica","PoweredOff","JWS 04-16-21 windows updates applied
Last backup: [6/4/2025 12:05:17 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLSC03 LK AMH Sorter Control Server_replica:Microsoft Windows Server 2016 (64-bit)","2","2","8192","8","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v11","vmx-11","5032e1c3-b7f8-57b2-4b20-20114e584432","windows9Server64Guest","64.099892552942037582397460938","132.94400032702833414077758789","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-283067","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-283067/"
"LC1PVM-GENETEC FED SERVER AVTEAM_CDP","PoweredOff","Last backup: [6/10/2025 12:10:41 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-GENETEC FED SERVER AVTEAM_CDP:Microsoft Windows Server 2016 (64-bit)","4","2","24576","24","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/245760","Unknown","vmx-21","5032d770-d6ff-a349-6e9e-521cf03f1177","windows9Server64Guest","80.95258562359958887100219727","205.22642967384308576583862305","System.String[]","3/13/2025 12:12:25 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-283650","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-283650/"
"LC1PVM-AimReprt_CDP","PoweredOff","Last backup: [6/10/2025 12:04:26 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-AimReprt_CDP:Microsoft Windows Server 2016 (64-bit)","2","2","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v14","vmx-14","50328cf2-6989-c734-e41a-20682a816a91","windows9Server64Guest","36.961199618875980377197265625","113.82532208319753408432006836","System.String[]","3/5/2024 6:19:30 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-271413","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-271413/"
"WEBEOC_CDP","PoweredOff","Last backup: [3/10/2025 12:36:46 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","WEBEOC_CDP:Microsoft Windows Server 2016 (64-bit)","2","1","16384","16","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/4000 MemShares:Normal/163840","v13","vmx-13","50327063-0d42-4806-5aa1-5a8454bf7be7","windows9Server64Guest","58.841880560852587223052978516","155.70600324310362339019775391","System.String[]","5/4/2022 10:25:32 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-277210","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-277210/"
"LCFLSC01 Internal AMH Sorter Control Server_replica","PoweredOff","JWS - 04-16-21 windows updates applied
Last backup: [6/9/2025 1:33:00 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLSC01 Internal AMH Sorter Control Server_replica:Microsoft Windows Server 2016 (64-bit)","4","1","8192","8","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","5032695a-5c87-1a7a-6a0c-8754105cfdc8","windows9Server64Guest","2.9141143262386322021484375","111.78214950766414403915405273","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330656","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330656/"
"LCFSVC01 Services and Task Server_CDP","PoweredOff","Last backup: [6/10/2025 3:27:11 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSVC01 Services and Task Server_CDP:Microsoft Windows Server 2016 (64-bit)","2","2","16384","16","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v11","vmx-11","5032a897-953e-5dae-6f4f-ea953d6cef90","windows9Server64Guest","201.21160285174846649169921875","393.05572689976543188095092773","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211521","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211521/"
"LCFKAN05 Kantech Court Admin Gateway_CDP","PoweredOff","JWS 04-13-21 Applied Windows Updates
Updated- 1-29-15
Last backup: [6/10/2025 3:28:01 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKAN05 Kantech Court Admin Gateway_CDP:Microsoft Windows Server 2012 (64-bit)","1","1","4096","4","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v11","vmx-11","50327472-c937-ecc8-0d7a-58900b4f2b14","windows8Server64Guest","49.313662372529506683349609375","114.17582087591290473937988281","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269898","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269898/"
"LCFKTG03 KwikTag Data Gateway 2_CDP","PoweredOff","Updated 4-14-21
Last backup: [6/10/2025 3:30:03 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFKTG03 KwikTag Data Gateway 2_CDP:Microsoft Windows Server 2016 (64-bit)","4","4","16384","16","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","5032a393-8533-e58f-d8ac-6fb528b13c26","windows9Server64Guest","106.74727075360715389251708984","523.59436368755996227264404296","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211542","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211542/"
"LCFLCS02 Lyngsoe Sorter Cont LSC2_Internal_replica","PoweredOff","JWS 04-16-21 windows updates applied
Last backup: [6/4/2025 3:10:02 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLCS02 Lyngsoe Sorter Cont LSC2_Internal_replica:Microsoft Windows Server 2016 (64-bit)","4","1","8192","8","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","50320182-0e4f-51c2-75f6-ff80e671b99c","windows9Server64Guest","71.471906145103275775909423828","180.33994327858090400695800781","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-15125","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-15125/"
"TransVaultSQL_CDP","PoweredOff","Last backup: [6/8/2025 4:20:56 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","TransVaultSQL_CDP:Microsoft Windows 10 (64-bit)","8","8","65536","64","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/16000 MemShares:Normal/655360","v11","vmx-11","503234be-6873-c127-879f-7bbee390aa67","windows9_64Guest","700.78543172683566808700561523","2085.6584571376442909240722656","System.String[]","4/17/2023 4:16:10 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330771","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330771/"
"LCFSQL06 Kronos Database Server_CDP","PoweredOff","Last backup: [6/8/2025 3:01:07 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSQL06 Kronos Database Server_CDP:Microsoft Windows Server 2016 (64-bit)","6","6","24576","24","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/6000 MemShares:Normal/245760","v11","vmx-11","5032a2de-5ec3-9172-bf78-7e8e82c6c427","windows9Server64Guest","387.36819671280682086944580078","1012.2372935144230723381042480","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330788","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330788/"
"LCFRMJ01 Public Safety Radio Management Job Processor_replica","PoweredOff","Last backup: [5/29/2025 12:14:43 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFRMJ01 Public Safety Radio Management Job Processor_replica:Microsoft Windows Server 2016 (64-bit)","12","1","8192","8","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/12000 MemShares:Normal/81920","v11","vmx-11","5032098c-a6c3-34e4-e094-27d33b7e9219","windows9Server64Guest","106.71897880174219608306884766","215.60273292101919651031494141","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-24534","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-24534/"
"LCFPACCRPT02 Accela GIS Reports 2_replica","PoweredOff","Last backup: [3/8/2025 12:43:45 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFPACCRPT02 Accela GIS Reports 2_replica:","4","2","12288","12","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/122880","v11","vmx-11","50325ee7-f894-a4d0-6ad5-2e6c61dccde5","windows9Server64Guest","109.60184417758136987686157227","242.44988107122480869293212891","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-19603","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-19603/"
"LCFSQL01 SQL Server_replica","PoweredOff","Enterprise
ITG Contact- Shawn Salyers
Last backup: [3/12/2025 12:05:23 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSQL01 SQL Server_replica:Microsoft Windows Server 2008 R2 (64-bit)","8","4","24576","24","HostSystem-host-20201","lc2psv-esxi8.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/245760","v11","vmx-11","503206f5-7b30-0ee5-cc43-a2b6494e45f3","windows7Server64Guest","147.80015480238944292068481445","977.7131310310214757919311524","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-284135","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-284135/"
"LCFTBA01 Facilities Tridium R2 Building Automation Server_replica","PoweredOff","Updated: 5-11-2021
Last backup: [6/9/2025 3:02:39 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTBA01 Facilities Tridium R2 Building Automation Server_replica:Microsoft Windows Server 2012 (64-bit)","1","1","4096","4","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v11","vmx-11","503259f1-3649-3228-c305-d27d0ac3eaeb","windows8Server64Guest","76.189686812460422515869140625","141.05183072667568922042846680","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-19178","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-19178/"
"PolarisSIP_replica","PoweredOff","Last backup: [3/17/2025 3:03:18 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","PolarisSIP_replica:Microsoft Windows 10 (64-bit)","4","2","8192","8","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","5032740d-4d95-6956-f452-3e5a261c121d","windows9_64Guest","199.95336801279336214065551758","408.82140508480370044708251953","System.String[]","6/27/2022 6:44:02 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-25344","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-25344/"
"LCFSQL27 SQL 19 EVault_replica","PoweredOff","Last backup: [3/9/2025 11:53:12 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFSQL27 SQL 19 EVault_replica:Microsoft Windows Server 2016 (64-bit)","8","1","28672","28","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:High/16000 MemShares:Normal/286720","v11","vmx-11","50323688-adb9-5034-852a-97caaee72ad2","windows9Server64Guest","377.26881747879087924957275391","1036.1217912314459681510925293","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-26591","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-26591/"
"LCFTSS01 Thycotic Secret Server Password Vault_replica","PoweredOff","Updated 4-21-2021
Last backup: [3/17/2025 12:06:01 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFTSS01 Thycotic Secret Server Password Vault_replica:Microsoft Windows Server 2016 (64-bit)","2","2","16384","16","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v11","vmx-11","503265aa-0c58-01c1-27de-9f29d0204fe8","windows9Server64Guest","78.194599191658198833465576172","195.05870752222836017608642578","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-279346","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-279346/"
